id	SC_unfresh_1	SC_fresh_5	SC_unfresh_2	SC_fresh_6	SC_unfresh_3	Myo_unfresh_1	SC_fresh_1	Myo_unfresh_2	SC_fresh_2	Myo_unfresh_3	SC_fresh_3	Myo_unfresh_4	SC_fresh_4
Herpud2	16	3	15	7	11	12	20	6	8	41	10	51	1
Hes1	175	117	153	81	92	94	287	58	125	163	73	207	21
Hes2	0	0	0	0	0	0	0	0	0	0	0	0	0
Hes3	0	0	0	0	0	0	0	0	0	0	0	0	0
Hes5	0	0	0	0	0	0	0	0	0	0	0	0	0
Hes6	32	14	14	12	9	533	35	709	13	1115	4	1084	4
Hes7	0	0	0	1	0	0	0	0	0	0	0	0	0
Hesx1	0	0	0	0	0	0	0	0	0	1	0	0	0
Hexa	42	18	50	11	25	48	80	46	35	204	21	218	6
Hexb	54	35	58	13	24	37	70	20	42	29	15	42	9
Hexdc	6	4	1	4	0	18	8	18	4	10	0	22	0
Hexim1	67	26	76	27	47	50	91	32	50	70	22	75	5
Hexim2	3	5	1	2	5	10	6	10	6	13	4	23	1
Hey1	46	23	47	12	33	2	37	8	24	4	14	4	6
Hey2	2	2	5	0	0	3	8	2	2	0	1	1	0
Heyl	284	144	432	133	217	4	407	5	265	3	80	14	19
Hfe	5	10	16	7	5	2	12	2	4	13	0	6	1
Hfe2	9	4	18	3	12	578	22	150	18	1196	8	997	3
Hfm1	0	0	0	0	0	0	0	0	0	0	0	0	0
Hgd	1	0	0	0	0	0	0	0	0	0	0	0	0
Hgf	1	1	0	0	0	3	1	0	0	4	1	10	0
Hgfac	0	0	0	0	0	0	0	3	0	2	0	2	0
Hgs	15	9	20	7	16	72	27	60	19	62	7	58	2
Hgsnat	25	6	24	5	10	24	24	14	15	31	6	39	1
Hhat	4	1	1	0	0	17	6	9	2	14	2	11	0
Hhatl	1	0	0	0	0	1	0	1	0	5	0	4	0
Hhex	0	1	6	1	1	1	1	0	0	1	0	2	0
Hhip	10	1	9	0	4	30	4	2	2	9	1	4	0
Hhipl1	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhipl2	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhla1	0	0	0	0	0	0	0	0	0	0	0	0	0
Hiat1	19	8	22	11	6	53	25	20	12	36	6	40	2
Hiatl1	10	4	18	6	12	23	15	8	5	29	6	26	1
Hibadh	43	21	66	22	40	127	112	40	55	117	11	139	6
Hibch	15	6	11	6	9	67	33	16	15	53	5	56	1
Hic1	3	2	4	2	1	1	2	0	1	2	1	3	1
Hic2	5	1	3	3	3	6	1	5	1	8	0	8	1
Hid1	6	0	7	2	4	7	8	16	2	21	1	19	1
Hif1a	31	11	25	9	20	128	26	27	18	122	5	176	2
Hif1an	19	5	12	8	14	63	23	31	9	67	8	84	3
Hif3a	0	0	0	0	0	0	0	0	0	1	0	0	1
Higd1a	86	42	82	30	45	836	155	330	58	949	19	1125	10
Higd1b	9	4	9	1	2	0	5	1	0	0	0	0	2
Higd1c	0	0	0	0	0	0	0	0	0	0	0	0	0
Higd2a	141	78	155	61	84	499	218	326	103	534	41	555	30
Hilpda	20	17	33	8	12	143	30	46	19	88	4	122	5
Hils1	0	0	0	0	0	0	0	0	0	0	0	0	0
Hinfp	0	2	1	0	0	2	1	3	0	1	0	5	0
Hint1	621	451	896	291	472	5128	1338	3128	638	2536	232	3032	102
Hint2	48	60	60	35	26	334	141	187	74	299	20	326	11
Hint3	17	16	18	12	10	114	23	29	23	113	5	90	8
Hip1	65	15	44	19	48	42	75	46	29	61	13	74	8
Hip1r	3	1	2	0	1	17	3	21	0	15	0	16	0
Hipk1	25	13	32	9	37	66	32	16	12	59	4	77	1
Hipk2	2	2	2	1	5	18	5	0	0	15	0	14	1
Hipk3	55	26	40	18	26	85	52	21	31	120	13	159	5
Hipk4	0	0	0	0	0	0	0	0	0	2	0	0	0
Hira	5	0	3	3	7	30	18	15	3	15	2	15	2
Hirip3	13	5	8	2	4	45	20	18	12	12	5	16	1
Hist1h1a	0	1	1	0	4	9	3	20	1	4	1	5	0
Hist1h1b	7	1	4	2	30	359	45	385	16	92	4	81	1
Hist1h1c	13	2	8	1	8	38	21	25	7	133	1	154	1
Hist1h1d	1	0	0	0	1	16	2	11	1	4	0	1	0
Hist1h1e	18	13	16	7	25	67	48	68	7	16	4	31	3
Hist1h1t	0	0	0	0	0	0	0	0	0	1	0	0	0
Hist1h2aa	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2ab	0	0	0	0	1	3	1	1	0	1	0	1	0
Hist1h2ac	0	0	0	0	0	2	0	6	0	3	0	5	1
Hist1h2ad	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2ae	1	0	1	0	7	41	7	29	2	14	0	12	0
Hist1h2af	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2ag	0	0	0	0	0	1	0	0	0	1	0	0	0
Hist1h2ah	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2ai	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2ak	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2an	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2ao	1	0	0	1	2	37	2	29	1	8	0	7	0
Hist1h2ap	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2ba	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2bb	0	0	0	0	0	2	1	2	0	0	0	0	0
Hist1h2bc	114	47	105	33	74	1142	224	281	120	1307	31	1531	12
Hist1h2be	2	0	1	0	0	4	3	0	0	2	0	1	1
Hist1h2bf	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2bg	0	0	0	0	1	4	0	1	1	0	0	3	0
Hist1h2bh	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2bj	0	0	0	0	0	5	0	11	0	0	0	0	0
Hist1h2bk	1	0	0	0	0	1	0	0	0	0	0	0	0
Hist1h2bl	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2bm	0	0	0	0	0	1	1	2	0	0	0	0	0
Hist1h2bn	0	0	0	0	0	0	0	1	0	0	0	0	0
Hist1h2bp	0	0	0	0	0	2	0	0	0	0	0	3	0
Hist1h2bq	0	0	0	0	0	0	0	0	0	1	0	0	0
Hist1h2br	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h3a	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h3b	0	0	0	0	0	1	0	0	0	1	0	0	0
Hist1h3c	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h3d	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h3e	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h3f	0	0	0	0	0	1	0	0	0	0	0	0	0
Hist1h3g	0	0	0	0	0	1	0	0	0	0	0	0	0
Hist1h3h	0	0	0	0	0	0	0	0	0	0	1	0	0
Hist1h3i	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h4a	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h4b	0	0	0	0	0	0	0	0	0	1	0	1	0
Hist1h4c	0	2	0	0	3	4	4	5	5	1	0	1	0
Hist1h4d	18	8	8	4	20	106	35	117	11	34	5	29	4
Hist1h4f	0	0	0	0	0	0	0	1	0	0	0	0	0
Hist1h4h	9	3	9	0	5	34	13	14	5	33	2	29	0
Hist1h4i	0	0	0	0	0	66	3	29	0	16	0	13	0
Hist1h4j	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h4k	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h4m	0	0	0	0	0	1	0	0	0	0	0	0	0
Hist1h4n	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist2h2aa1	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist2h2aa2	0	0	0	0	0	0	0	0	0	0	0	0	1
Hist2h2ab	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist2h2ac	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist2h2bb	1	1	1	0	2	3	6	24	0	4	0	1	0
Hist2h2be	7	1	3	2	1	3	5	0	1	2	0	3	1
Hist2h3b	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist2h3c1	0	1	2	2	0	1	1	1	0	5	0	6	0
Hist2h3c2	0	0	1	1	0	8	1	0	0	1	1	4	0
Hist2h4	0	0	0	0	0	3	0	1	0	0	0	0	0
Hist3h2a	20	13	26	8	19	114	48	62	24	125	9	122	3
Hist3h2ba	1	0	0	0	0	0	0	2	2	0	0	2	0
Hist3h2bb-ps	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist4h4	6	2	7	1	4	1	3	1	1	1	0	0	1
Hivep1	11	5	7	8	6	9	9	4	7	7	4	7	2
Hivep2	12	7	10	2	9	27	15	15	9	42	7	58	3
Hivep3	0	1	0	1	0	0	0	1	1	0	0	2	0
Hjurp	0	1	1	0	0	14	7	8	3	2	0	6	0
Hk1	31	16	66	12	38	113	57	89	38	55	6	93	4
Hk2	5	4	8	1	6	58	10	10	2	75	3	97	0
Hk3	1	0	0	0	0	0	0	0	0	0	0	1	0
Hkdc1	0	0	0	0	1	1	1	0	1	0	0	1	0
Hlcs	9	5	5	1	10	4	1	3	5	3	1	6	3
Hlf	5	6	4	2	4	1	2	0	3	0	3	0	1
Hltf	31	11	17	12	5	62	17	18	9	35	5	38	0
Hlx	38	21	20	20	27	255	60	261	20	151	18	195	4
Hmbox1	1	0	1	0	1	5	3	1	1	1	1	2	0
Hmbs	16	12	16	10	6	49	21	44	10	45	2	58	0
Hmcn1	2	1	3	5	1	5	12	0	7	0	9	1	1
Hmg20a	15	5	16	3	13	18	12	15	12	27	4	24	0
Hmg20b	24	6	11	15	9	89	30	66	8	53	3	62	4
Hmga1	0	0	1	0	0	18	0	9	0	7	0	8	0
Hmga1-rs1	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmga2	36	19	21	12	16	1083	51	235	19	410	9	500	2
Hmga2-ps1	2	0	3	1	1	30	1	2	1	22	0	23	1
Hmgb1	613	416	829	333	452	3916	1483	1016	684	2037	207	2316	105
Hmgb1-rs17	1	0	1	1	0	7	0	0	0	1	0	4	0
Hmgb2	105	62	90	38	131	2498	500	528	141	753	31	751	10
Hmgb3	24	9	30	11	14	358	45	110	20	160	6	152	2
Hmgb4	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmgcl	49	51	70	31	34	136	116	118	70	176	21	201	12
Hmgcll1	0	0	0	0	0	16	0	0	0	13	0	4	0
Hmgcr	24	13	26	7	6	65	32	23	7	49	3	51	2
Hmgcs1	96	47	81	48	18	89	93	10	36	50	10	42	7
Hmgcs2	7	0	1	0	3	0	2	0	0	0	0	0	1
Hmgn1	234	146	202	93	162	1458	537	359	215	738	50	933	21
Hmgn2	180	183	276	183	265	2268	1156	896	419	1315	75	1245	39
Hmgn3	36	33	21	31	23	231	68	56	31	118	13	126	8
Hmgn5	22	7	31	12	5	68	47	11	14	50	7	63	4
Hmgxb3	16	15	16	10	10	65	33	31	17	37	3	57	3
Hmgxb4	9	8	15	6	17	43	23	29	10	35	4	55	3
Hmha1	0	0	3	0	1	0	0	0	0	3	0	0	0
Hmmr	0	1	2	0	4	202	22	51	3	85	1	97	0
Hmox1	5	2	3	0	5	39	2	84	0	53	0	68	0
Hmox2	13	16	16	6	10	54	35	27	15	25	3	50	5
Hmx1	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmx2	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmx3	0	0	0	0	0	0	0	0	0	0	0	0	0
Hn1	70	65	134	38	73	1721	351	1013	145	1267	31	1244	17
Hn1l	4	1	17	5	8	151	15	98	6	65	2	59	0
Hnf1a	0	0	0	0	0	0	1	0	0	0	0	0	0
Hnf1b	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnf4a	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnf4g	0	0	0	0	0	0	1	2	0	0	0	0	0
Hnmt	1	2	7	3	1	5	2	0	1	1	1	1	1
Hnrnpa0	174	66	240	48	98	441	152	181	75	246	30	307	8
Hnrnpa1	57	24	81	21	33	485	126	148	56	181	25	168	3
Hnrnpa2b1	516	191	572	155	296	3145	609	1143	305	1535	78	1440	45
Hnrnpa3	173	56	187	37	117	732	148	178	93	458	25	454	12
Hnrnpab	409	205	463	151	218	4585	1054	1254	443	1886	94	2325	23
Hnrnpc	161	74	133	54	131	998	283	416	127	532	53	728	16
Hnrnpd	41	26	39	10	27	245	50	83	21	100	15	103	2
Hnrnpf	198	94	234	68	139	1576	319	413	134	714	56	766	20
Hnrnph1	111	49	103	28	55	221	126	65	65	119	19	126	11
Hnrnph2	56	19	51	12	40	150	41	52	21	204	8	142	2
Hnrnph3	7	3	5	0	3	13	8	5	2	6	0	5	0
Hnrnpk	303	167	339	130	177	1197	554	545	249	832	65	937	32
Hnrnpl	126	31	131	24	69	327	119	227	57	243	15	295	3
Hnrnpm	105	57	109	29	61	619	165	174	81	269	26	332	5
Hnrnpr	88	29	76	22	47	208	109	91	50	140	17	198	8
Hnrnpu	249	82	280	72	149	900	284	279	144	463	53	546	18
Hnrnpul1	2	2	8	2	11	12	10	12	5	11	3	14	0
Hnrnpul2	42	5	30	10	24	55	30	34	9	43	3	62	0
Hnrpdl	108	75	107	73	92	487	195	137	81	291	31	383	11
Hnrpll	15	4	16	8	12	85	21	20	15	46	4	80	1
Hoga1	0	3	2	1	1	1	2	0	0	3	1	1	0
Homer1	5	0	5	3	2	12	9	3	3	17	2	36	0
Homer2	3	3	0	2	1	3	6	0	2	1	0	1	0
Homer3	11	5	11	5	8	204	23	84	15	166	3	165	2
Homez	3	2	7	0	5	20	12	3	5	12	0	16	0
Hook1	0	0	1	0	0	7	0	1	0	2	0	2	0
Hook2	1	1	6	0	0	14	5	10	2	16	0	19	1
Hook3	63	14	44	21	29	75	37	8	17	67	13	60	5
Hopx	6	1	4	2	2	3	3	1	0	3	0	5	0
Hormad1	0	0	0	0	0	0	0	0	0	0	0	0	0
Hormad2	0	0	0	0	0	0	0	0	0	0	0	0	0
Hotair	9	4	11	7	5	4	9	0	5	6	1	8	0
Hoxa1	0	1	0	0	0	6	1	2	1	4	0	9	0
Hoxa10	64	42	85	37	39	133	110	35	49	90	12	96	8
Hoxa11	4	1	2	0	0	40	7	17	5	22	0	21	1
Hoxa11as	12	3	8	5	5	192	7	50	1	35	1	41	2
Hoxa13	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa2	0	3	2	0	2	0	1	0	1	0	2	0	1
Hoxa3	1	2	3	1	2	2	3	0	2	1	2	4	0
Hoxa4	1	1	2	0	1	3	1	2	0	2	0	1	0
Hoxa5	8	7	7	2	4	10	4	2	4	10	2	12	1
Hoxa6	0	0	0	0	1	1	1	0	0	0	0	2	0
Hoxa7	55	41	55	27	27	145	94	98	67	113	29	118	18
Hoxa9	19	8	15	5	15	49	23	22	6	19	5	50	0
Hoxb1	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxb13	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxb2	8	4	2	6	1	0	11	0	0	10	1	10	1
Hoxb3	4	0	0	0	0	0	1	0	0	1	0	0	0
Hoxb4	0	0	1	0	1	0	0	1	0	1	0	1	0
Hoxb5	1	1	0	0	1	0	0	0	0	0	0	0	0
Hoxb6	0	0	0	0	0	0	0	0	0	1	0	0	0
Hoxb7	3	3	1	1	0	0	3	0	0	1	0	3	0
Hoxb8	0	0	0	0	1	0	0	0	0	0	0	0	0
Hoxb9	0	0	0	0	0	0	0	0	0	3	0	0	0
Hoxc10	59	24	40	19	29	75	85	31	35	58	10	50	6
Hoxc11	1	2	1	3	0	6	1	2	1	2	1	0	0
Hoxc12	0	0	0	0	0	4	0	1	0	5	0	6	0
Hoxc13	0	0	0	0	0	5	0	9	0	9	0	13	0
Hoxc4	5	4	1	2	4	4	7	2	2	4	0	4	1
Hoxc5	7	7	5	3	2	3	11	2	8	1	2	1	0
Hoxc6	10	3	7	1	5	25	9	1	8	14	3	13	0
Hoxc8	18	6	10	5	8	6	17	3	13	7	4	12	2
Hoxc9	60	39	53	30	29	84	70	36	48	75	19	64	9
Hoxd1	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxd10	0	0	0	0	0	0	1	0	0	1	0	0	0
Hoxd11	1	0	0	0	0	0	0	0	1	0	0	0	0
Hoxd12	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxd13	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxd3	1	0	0	0	1	0	0	0	1	6	0	3	0
Hoxd4	3	1	1	1	0	0	2	0	0	1	0	0	0
Hoxd8	0	1	2	2	0	0	0	0	1	4	0	3	0
Hoxd9	1	0	5	1	3	0	8	0	0	3	1	7	2
Hp	11	5	12	2	10	20	7	9	4	22	4	23	1
Hp1bp3	106	41	88	29	86	197	110	118	65	210	24	201	16
Hpca	0	0	1	0	0	0	1	1	0	0	0	3	0
Hpcal1	23	10	16	13	9	268	15	201	10	248	6	333	3
Hpcal4	0	0	0	0	0	0	0	0	0	0	0	0	0
Hpd	0	0	0	1	0	0	0	0	0	0	0	0	0
Hpdl	1	1	1	1	0	9	1	3	0	9	0	7	0
Hpgd	0	2	1	2	2	5	1	5	0	10	0	3	0
Hpgds	2	0	0	0	3	2	2	0	0	1	0	1	0
Hpn	0	1	0	0	1	0	0	0	0	0	0	0	0
Hprt	68	44	86	41	45	843	162	312	65	562	16	587	10
Hps1	1	3	7	1	1	15	8	9	0	7	1	15	0
Hps3	3	1	7	2	3	8	7	1	3	3	2	12	1
Hps4	4	0	6	1	5	20	10	5	2	14	0	14	0
Hps5	11	6	13	12	9	23	17	6	9	16	9	26	0
Hps6	1	0	2	0	4	10	3	5	1	10	1	5	0
Hpse	2	1	6	0	1	0	6	0	0	0	0	0	0
Hpse2	0	0	1	0	0	0	0	0	3	0	0	0	0
Hpx	0	0	0	0	1	0	0	0	0	0	0	0	0
Hr	22	9	28	1	13	0	16	0	7	3	9	0	6
Hras1	16	7	14	3	9	88	18	53	12	90	3	89	0
Hrasls	0	0	0	0	2	18	0	5	0	36	0	37	0
Hrasls5	0	0	0	0	0	0	0	0	0	0	0	0	0
Hrc	4	1	1	0	2	77	3	21	0	164	1	207	0
Hrct1	9	6	3	4	5	14	5	26	2	12	0	17	2
Hrg	0	0	0	0	0	0	0	0	0	0	0	0	0
Hrh1	0	0	0	0	0	2	0	0	0	1	0	0	0
Hrh2	0	0	0	0	0	0	0	0	0	0	0	0	0
Hrh3	0	0	0	0	0	0	0	0	0	1	0	0	0
Hrh4	0	0	0	0	0	0	0	0	0	0	0	0	0
Hrk	0	1	0	0	1	0	0	0	0	0	0	0	0
Hrnr	0	0	0	0	0	0	0	0	0	0	0	0	0
Hrsp12	13	9	12	2	8	64	21	22	12	82	3	72	1
Hs1bp3	13	5	10	2	3	27	13	20	11	14	1	22	0
Hs2st1	33	11	51	5	24	75	34	36	24	121	6	131	3
Hs3st1	4	1	5	0	1	0	2	1	1	1	0	3	0
Hs3st2	0	0	0	0	0	0	0	0	0	0	0	0	0
Hs3st3a1	0	0	1	1	1	0	1	0	0	0	1	0	0
Hs3st3b1	3	1	2	3	1	6	1	1	1	4	1	2	0
Hs3st4	0	0	0	0	1	1	1	0	1	0	0	3	0
Hs3st5	0	0	0	0	0	0	0	0	0	0	0	0	0
Hs3st6	0	0	0	0	0	0	0	0	0	0	0	0	0
Hs6st1	6	0	9	7	3	63	9	40	9	90	2	117	1
Hs6st2	44	9	39	16	27	65	60	19	32	55	12	75	2
Hs6st3	0	1	1	1	0	0	2	0	1	0	1	0	0
Hsbp1	362	226	348	166	209	1255	663	477	333	1382	96	1521	55
Hsbp1l1	0	0	0	1	0	0	1	0	0	1	0	2	0
Hscb	33	26	70	31	37	205	126	87	54	205	14	245	7
Hsd11b1	125	197	201	144	142	20	252	26	162	184	100	205	62
Hsd11b2	0	0	0	0	0	0	0	2	0	0	0	0	0
Hsd17b1	0	0	0	0	0	0	0	0	0	0	0	2	0
Hsd17b10	115	80	186	83	104	683	273	477	141	520	40	622	19
Hsd17b11	232	149	391	82	164	212	384	61	243	157	81	181	22
Hsd17b12	41	21	33	14	26	349	84	150	32	234	6	267	6
Hsd17b13	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd17b14	0	0	0	0	1	0	0	0	0	0	0	0	0
Hsd17b2	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd17b3	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd17b4	40	26	41	18	37	122	65	71	34	114	23	119	5
Hsd17b6	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd17b7	21	14	25	17	11	26	19	4	9	21	6	18	2
Hsd3b1	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd3b2	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd3b3	0	0	0	0	0	0	0	0	0	3	0	5	0
Hsd3b4	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd3b5	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd3b6	0	0	0	0	0	0	0	0	0	1	0	0	0
Hsd3b7	8	6	7	2	3	14	15	14	4	21	2	33	1
Hsdl1	19	11	26	6	8	33	56	32	36	48	5	42	2
Hsdl2	25	13	16	3	19	48	37	11	14	66	6	85	1
Hsf1	31	23	29	21	30	67	47	44	48	60	6	86	3
Hsf2	15	12	18	7	10	125	16	26	14	75	4	82	0
Hsf2bp	8	2	1	3	3	21	7	40	3	44	4	69	1
Hsf3	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsf4	0	0	0	0	0	0	1	0	0	0	0	0	0
Hsf5	1	0	0	0	0	0	0	0	0	0	0	0	0
Hsfy2	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsh2d	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsp90aa1	337	122	324	107	241	2847	506	481	216	1744	61	1992	54
Hsp90ab1	1371	681	1455	566	1027	6686	2182	3250	1002	4171	426	5640	173
Hsp90b1	327	97	241	77	245	1749	415	371	146	1250	65	1434	26
Hspa12a	4	3	37	3	6	10	3	2	9	7	2	7	1
Hspa12b	8	6	11	5	6	16	10	5	2	12	0	8	0
Hspa13	19	7	25	4	15	102	24	11	17	48	8	79	0
Hspa14	19	11	28	12	11	179	46	87	29	120	6	126	3
Hspa1a	1388	188	691	214	491	12	860	11	736	15	73	31	75
Hspa1b	116	8	65	20	28	3	45	2	39	0	1	2	3
Hspa1l	3	0	0	0	1	1	1	4	0	6	0	2	1
Hspa2	10	3	15	9	9	18	12	9	6	19	2	26	1
Hspa4	36	9	34	19	31	274	63	89	17	181	9	228	2
Hspa4l	10	4	3	4	6	71	9	14	1	42	1	71	1
Hspa5	344	102	333	107	231	1330	640	485	220	1459	49	1764	32
Hspa8	1623	784	1863	585	1379	8670	4089	4474	1808	5188	398	5727	190
Hspa9	135	43	194	45	85	983	173	287	67	626	26	699	9
Hspb1	90	43	85	42	58	198	144	177	62	313	11	344	6
Hspb11	46	22	32	8	25	158	62	48	29	158	13	234	6
Hspb2	66	41	62	40	41	235	146	175	72	1029	25	926	8
Hspb3	1	0	5	0	0	96	0	15	1	172	0	128	0
Hspb6	19	12	14	10	14	94	42	157	17	98	8	51	2
Hspb7	2	0	2	0	0	26	5	8	2	105	2	79	0
Hspb8	12	2	3	4	6	41	5	221	2	1340	4	1191	5
Hspb9	0	1	0	0	0	0	0	1	0	0	0	0	0
Hspbap1	2	6	8	5	3	41	14	29	4	25	6	23	2
Hspbp1	28	21	69	21	41	173	77	141	44	103	7	125	2
Hspd1	150	50	281	48	104	1817	283	418	125	709	27	784	11
Hspe1	264	155	424	156	270	4286	719	1678	329	2075	104	2360	48
Hspg2	21	23	40	23	30	14	38	11	28	42	9	46	1
Hsph1	57	13	36	11	48	283	76	138	23	198	4	226	2
Htatip2	10	6	11	5	5	60	23	23	11	42	3	49	3
Htatsf1	88	34	78	31	44	124	120	25	43	112	28	131	4
Htr1a	0	0	0	0	0	0	0	0	0	0	0	0	0
Htr1b	0	0	0	0	0	0	0	0	0	0	0	0	0
Htr1d	0	0	1	0	0	0	0	0	0	0	0	1	0
Htr1f	0	0	0	0	0	0	0	0	0	0	0	0	0
Htr2a	0	0	0	0	0	0	0	0	0	0	0	0	0
Htr2b	0	0	0	0	1	4	0	2	1	8	0	11	0
Htr2c	0	0	0	0	0	0	0	0	0	0	0	0	0
Htr3a	0	0	0	0	0	0	0	0	0	0	0	0	0
Htr3b	0	0	0	0	0	0	0	0	0	0	0	0	0
Htr4	0	0	0	0	0	0	0	0	0	0	0	0	0
Htr5a	0	0	0	0	0	0	1	0	0	0	0	0	0
Htr5b	0	0	0	0	0	0	0	0	0	0	0	0	0
Htr6	0	0	0	0	0	0	0	0	0	0	0	0	0
Htr7	0	0	0	0	0	1	0	0	0	0	0	0	0
Htra1	25	25	74	30	20	38	41	10	29	21	10	33	3
Htra2	3	7	3	2	4	62	10	35	6	20	2	39	0
Htra3	199	72	231	55	142	28	258	36	173	44	74	57	27
Htra4	0	1	0	2	0	0	1	0	0	0	0	0	0
Htt	9	3	6	1	3	12	9	9	2	20	7	20	1
Hunk	12	5	17	4	4	1	7	0	9	4	4	2	1
Hus1	6	2	4	3	4	27	6	7	1	15	1	13	3
Hus1b	1	1	0	0	0	0	0	0	0	0	0	0	0
Huwe1	35	16	46	21	39	94	59	48	35	122	17	165	8
Hvcn1	1	0	3	1	2	1	6	0	5	0	0	1	0
Hyal1	2	4	2	4	3	8	6	7	4	10	2	12	1
Hyal2	22	12	19	9	11	179	60	107	23	149	8	194	1
Hyal3	1	1	2	2	4	0	2	0	1	3	2	3	0
Hyal4	0	0	0	0	0	0	0	0	0	0	0	0	0
Hyal5	0	0	0	0	0	0	0	0	0	0	0	0	0
Hyal6	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydin	0	1	0	0	0	1	0	0	0	0	0	1	0
Hyi	50	57	90	31	35	74	105	40	58	63	19	95	6
Hykk	9	8	3	5	10	17	20	5	7	21	0	16	3
Hyls1	1	1	0	0	0	7	2	6	0	9	0	11	0
Hyou1	13	6	16	3	10	26	19	38	10	40	2	83	1
Hypk	210	136	264	103	105	1155	430	541	229	982	60	1049	45
I730028E13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
I730030J21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
I830012O16Rik	1	0	4	1	1	9	0	2	3	2	1	1	0
I830077J02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Iah1	37	23	38	17	21	122	54	104	22	124	13	139	5
Iapp	0	0	0	0	0	0	0	0	0	0	0	0	0
Iars	26	13	33	4	13	298	56	160	25	195	5	266	2
Iars2	18	8	19	5	12	40	21	15	9	33	5	55	2
Iba57	3	0	0	1	1	4	1	5	0	7	0	9	0
Ibsp	0	0	0	0	0	0	0	0	0	0	0	1	0
Ibtk	21	7	21	7	13	50	17	7	7	37	3	45	1
Ica1	4	2	4	2	4	38	3	21	3	18	1	25	0
Ica1l	0	0	0	0	0	0	0	0	0	0	0	0	0
Icam1	14	2	9	3	4	3	6	6	4	11	0	12	0
Icam2	8	14	20	9	11	0	10	0	7	0	0	1	4
Icam4	0	0	1	2	0	3	0	4	1	3	0	2	0
Icam5	0	0	0	0	0	0	0	0	0	0	0	0	0
Ick	13	7	14	5	12	24	26	12	16	20	4	26	3
Icmt	18	7	14	5	9	26	15	14	7	45	3	31	1
Icos	0	0	0	0	0	0	0	0	0	0	0	1	0
Icosl	2	2	0	5	4	0	1	0	0	0	2	0	0
Ict1	89	45	129	24	77	456	205	356	82	302	26	266	14
Id1	208	129	220	72	145	630	270	796	98	839	18	1106	20
Id2	74	110	80	58	44	1201	129	411	40	641	15	728	13
Id3	947	841	928	466	804	2508	1704	3000	677	2667	275	3216	170
